"decimalLatitude","decimalLongitude","species"
-33.895215,151.207441,"Melaleuca quinquenervia"
-33.895158,151.165038,"Melaleuca quinquenervia"
-33.895104,151.165188,"Melaleuca quinquenervia"
-33.894944,151.142916,"Melaleuca quinquenervia"
-33.894911,151.143613,"Melaleuca quinquenervia"
-33.894722,151.238889,"Melaleuca quinquenervia"
-33.894595,151.256016,"Melaleuca quinquenervia"
-33.893964,151.273366,"Melaleuca quinquenervia"
-33.893893,151.125351,"Melaleuca quinquenervia"
-33.893671,151.14276,"Melaleuca quinquenervia"
-33.893671,151.14276,"Melaleuca quinquenervia"
-33.893616,151.072325,"Melaleuca quinquenervia"
-33.892912,151.233351,"Melaleuca quinquenervia"
-33.892162,151.23218,"Melaleuca quinquenervia"
-33.892162,151.232181,"Melaleuca quinquenervia"
-33.892162,151.23218,"Melaleuca quinquenervia"
-33.891847,151.144399,"Melaleuca quinquenervia"
-33.891215,150.950044,"Melaleuca quinquenervia"
-33.890332,151.055229,"Melaleuca quinquenervia"
-33.890204,151.265894,"Melaleuca quinquenervia"
-33.890153,151.271103,"Melaleuca quinquenervia"
-33.890031,150.966714,"Melaleuca quinquenervia"
-33.887956,151.255902,"Melaleuca quinquenervia"
-33.886847,151.253046,"Melaleuca quinquenervia"
-33.886804,151.252555,"Melaleuca quinquenervia"
-33.886491,151.145309,"Melaleuca quinquenervia"
-33.884989,151.189396,"Melaleuca quinquenervia"
-33.883411,151.190552,"Melaleuca quinquenervia"
-33.883411,151.190552,"Melaleuca quinquenervia"
-33.883333,151.183333,"Melaleuca quinquenervia"
-33.882911,150.938952,"Melaleuca quinquenervia"
-33.882473,151.145389,"Melaleuca quinquenervia"
-33.882234,151.235804,"Melaleuca quinquenervia"
-33.880593,151.212519,"Melaleuca quinquenervia"
-33.880393,151.061232,"Melaleuca quinquenervia"
-33.879911,151.234859,"Melaleuca quinquenervia"
-33.879821,151.234491,"Melaleuca quinquenervia"
-33.879653,151.061659,"Melaleuca quinquenervia"
-33.879337,151.146052,"Melaleuca quinquenervia"
-33.879142,151.02777,"Melaleuca quinquenervia"
-33.879142,151.02777,"Melaleuca quinquenervia"
-33.879142,151.02777,"Melaleuca quinquenervia"
-33.879142,151.02777,"Melaleuca quinquenervia"
-33.879142,151.02777,"Melaleuca quinquenervia"
-33.878963,151.168238,"Melaleuca quinquenervia"
-33.87811,151.168251,"Melaleuca quinquenervia"
-33.877975,151.194263,"Melaleuca quinquenervia"
-33.877828,150.988911,"Melaleuca quinquenervia"
-33.877636,151.044095,"Melaleuca quinquenervia"
-33.877268,150.989959,"Melaleuca quinquenervia"
-33.877268,150.989959,"Melaleuca quinquenervia"
-33.877268,150.989959,"Melaleuca quinquenervia"
-33.877268,150.989959,"Melaleuca quinquenervia"
-33.877268,150.989959,"Melaleuca quinquenervia"
-33.877268,150.989959,"Melaleuca quinquenervia"
-33.876314,151.264562,"Melaleuca quinquenervia"
-33.875635,151.176797,"Melaleuca quinquenervia"
-33.875465,151.148529,"Melaleuca quinquenervia"
-33.875021,151.176724,"Melaleuca quinquenervia"
-33.874944,151.176626,"Melaleuca quinquenervia"
-33.874937,151.198206,"Melaleuca quinquenervia"
-33.874,151.150324,"Melaleuca quinquenervia"
-33.873996,151.177462,"Melaleuca quinquenervia"
-33.873806,151.197531,"Melaleuca quinquenervia"
-33.873502,150.592749,"Melaleuca quinquenervia"
-33.873483,150.927982,"Melaleuca quinquenervia"
-33.87331,151.177557,"Melaleuca quinquenervia"
-33.871021,151.269525,"Melaleuca quinquenervia"
-33.869973,151.173509,"Melaleuca quinquenervia"
-33.869844,151.173328,"Melaleuca quinquenervia"
-33.868693,151.1765,"Melaleuca quinquenervia"
-33.866667,151.266667,"Melaleuca quinquenervia"
-33.866667,151.266667,"Melaleuca quinquenervia"
-33.866667,151.216667,"Melaleuca quinquenervia"
-33.866667,151.266667,"Melaleuca quinquenervia"
-33.866667,151.266667,"Melaleuca quinquenervia"
-33.866667,151.266667,"Melaleuca quinquenervia"
-33.866635,150.94392,"Melaleuca quinquenervia"
-33.865673,150.648721,"Melaleuca quinquenervia"
-33.865588,151.093569,"Melaleuca quinquenervia"
-33.865241,151.146098,"Melaleuca quinquenervia"
-33.865202,150.647653,"Melaleuca quinquenervia"
-33.864652,151.067391,"Melaleuca quinquenervia"
-33.864652,151.067391,"Melaleuca quinquenervia"
-33.863911,150.718533,"Melaleuca quinquenervia"
-33.86366,151.161904,"Melaleuca quinquenervia"
-33.863152,151.215674,"Melaleuca quinquenervia"
-33.860203,151.18608,"Melaleuca quinquenervia"
-33.858352,150.930143,"Melaleuca quinquenervia"
-33.85667,151.17126,"Melaleuca quinquenervia"
-33.8564,151.200369,"Melaleuca quinquenervia"
-33.855941,151.200654,"Melaleuca quinquenervia"
-33.853655,150.951163,"Melaleuca quinquenervia"
-33.85351,151.27375,"Melaleuca quinquenervia"
-33.85325,151.27338,"Melaleuca quinquenervia"
-33.852353,151.278433,"Melaleuca quinquenervia"
-33.852243,151.189418,"Melaleuca quinquenervia"
-33.851972,150.877958,"Melaleuca quinquenervia"
-33.850649,151.075678,"Melaleuca quinquenervia"
-33.850545,151.075683,"Melaleuca quinquenervia"
-33.850463,151.075808,"Melaleuca quinquenervia"
-33.85028,151.04099,"Melaleuca quinquenervia"
-33.85017,151.074264,"Melaleuca quinquenervia"
-33.85,151.2667,"Melaleuca quinquenervia"
-33.85,151.266667,"Melaleuca quinquenervia"
-33.85,151.2667,"Melaleuca quinquenervia"
-33.85,151.266667,"Melaleuca quinquenervia"
-33.85,151.2667,"Melaleuca quinquenervia"
