"decimalLatitude","decimalLongitude","species"
-31.720952,152.163025,"Archirhodomyrtus beckleri"
-31.714253,152.668637,"Archirhodomyrtus beckleri"
-31.708778,152.64754,"Archirhodomyrtus beckleri"
-31.702691,152.679465,"Archirhodomyrtus beckleri"
-31.702017,152.136664,"Archirhodomyrtus beckleri"
-31.702011,152.136656,"Archirhodomyrtus beckleri"
-31.701513,152.526432,"Archirhodomyrtus beckleri"
-31.7,152.666667,"Archirhodomyrtus beckleri"
-31.699639,152.678536,"Archirhodomyrtus beckleri"
-31.686657,152.682894,"Archirhodomyrtus beckleri"
-31.685875,152.682505,"Archirhodomyrtus beckleri"
-31.685865,152.178112,"Archirhodomyrtus beckleri"
-31.676443,152.704632,"Archirhodomyrtus beckleri"
-31.674746,152.656073,"Archirhodomyrtus beckleri"
-31.669098,152.238388,"Archirhodomyrtus beckleri"
-31.667112,152.419267,"Archirhodomyrtus beckleri"
-31.666675,152.143618,"Archirhodomyrtus beckleri"
-31.665645,152.443058,"Archirhodomyrtus beckleri"
-31.665645,152.443058,"Archirhodomyrtus beckleri"
-31.662513,152.411891,"Archirhodomyrtus beckleri"
-31.6613,152.42289,"Archirhodomyrtus beckleri"
-31.660804,152.418863,"Archirhodomyrtus beckleri"
-31.659312,152.414327,"Archirhodomyrtus beckleri"
-31.659299,152.421204,"Archirhodomyrtus beckleri"
-31.659088,152.422566,"Archirhodomyrtus beckleri"
-31.658521,152.416852,"Archirhodomyrtus beckleri"
-31.657297,152.777633,"Archirhodomyrtus beckleri"
-31.656447,152.777558,"Archirhodomyrtus beckleri"
-31.656407,152.414366,"Archirhodomyrtus beckleri"
-31.654626,152.41751,"Archirhodomyrtus beckleri"
-31.654153,152.788331,"Archirhodomyrtus beckleri"
-31.653507,152.776978,"Archirhodomyrtus beckleri"
-31.640758,152.29778,"Archirhodomyrtus beckleri"
-31.640121,152.220696,"Archirhodomyrtus beckleri"
-31.640079,152.309442,"Archirhodomyrtus beckleri"
-31.637644,152.700545,"Archirhodomyrtus beckleri"
-31.637343,152.20912,"Archirhodomyrtus beckleri"
-31.635466,152.534534,"Archirhodomyrtus beckleri"
-31.6354,152.5345,"Archirhodomyrtus beckleri"
-31.635232,152.539798,"Archirhodomyrtus beckleri"
-31.634989,152.545061,"Archirhodomyrtus beckleri"
-31.6349,152.5451,"Archirhodomyrtus beckleri"
-31.633537,152.364331,"Archirhodomyrtus beckleri"
-31.633333,152.3,"Archirhodomyrtus beckleri"
-31.633333,152.3,"Archirhodomyrtus beckleri"
-31.633333,152.3,"Archirhodomyrtus beckleri"
-31.631234,152.396661,"Archirhodomyrtus beckleri"
-31.63072,152.539514,"Archirhodomyrtus beckleri"
-31.630621,152.14591,"Archirhodomyrtus beckleri"
-31.629522,152.450829,"Archirhodomyrtus beckleri"
-31.626941,152.1354,"Archirhodomyrtus beckleri"
-31.620841,152.539647,"Archirhodomyrtus beckleri"
-31.612567,152.268904,"Archirhodomyrtus beckleri"
-31.608333,152.475,"Archirhodomyrtus beckleri"
-31.606124,152.173758,"Archirhodomyrtus beckleri"
-31.60593,152.468362,"Archirhodomyrtus beckleri"
-31.602584,152.135625,"Archirhodomyrtus beckleri"
-31.601847,152.16823,"Archirhodomyrtus beckleri"
-31.6,152.65,"Archirhodomyrtus beckleri"
-31.6,152.466667,"Archirhodomyrtus beckleri"
-31.592781,152.837717,"Archirhodomyrtus beckleri"
-31.591975,152.619338,"Archirhodomyrtus beckleri"
-31.587959,152.563882,"Archirhodomyrtus beckleri"
-31.587196,152.573024,"Archirhodomyrtus beckleri"
-31.586995,152.431253,"Archirhodomyrtus beckleri"
-31.582941,152.201939,"Archirhodomyrtus beckleri"
-31.582831,152.616403,"Archirhodomyrtus beckleri"
-31.581745,152.417773,"Archirhodomyrtus beckleri"
-31.568845,152.220236,"Archirhodomyrtus beckleri"
-31.560718,152.61438,"Archirhodomyrtus beckleri"
-31.549505,152.158239,"Archirhodomyrtus beckleri"
-31.523833,152.675125,"Archirhodomyrtus beckleri"
-31.521114,152.647194,"Archirhodomyrtus beckleri"
-31.502475,152.78937,"Archirhodomyrtus beckleri"
-31.498411,152.501104,"Archirhodomyrtus beckleri"
-31.488844,152.731555,"Archirhodomyrtus beckleri"
-31.485453,152.158813,"Archirhodomyrtus beckleri"
-31.480243,152.190442,"Archirhodomyrtus beckleri"
-31.477694,152.145197,"Archirhodomyrtus beckleri"
-31.477122,152.127306,"Archirhodomyrtus beckleri"
-31.476284,152.136788,"Archirhodomyrtus beckleri"
-31.474805,152.82136,"Archirhodomyrtus beckleri"
-31.474103,152.147862,"Archirhodomyrtus beckleri"
-31.462129,152.821689,"Archirhodomyrtus beckleri"
-31.459995,152.12957,"Archirhodomyrtus beckleri"
-31.453973,152.173829,"Archirhodomyrtus beckleri"
-31.45,152.916667,"Archirhodomyrtus beckleri"
-31.45,152.916667,"Archirhodomyrtus beckleri"
-31.45,152.916667,"Archirhodomyrtus beckleri"
-31.448181,152.117051,"Archirhodomyrtus beckleri"
-31.439833,152.084508,"Archirhodomyrtus beckleri"
-31.439165,152.70644,"Archirhodomyrtus beckleri"
-31.432432,152.906954,"Archirhodomyrtus beckleri"
-31.431627,152.137198,"Archirhodomyrtus beckleri"
-31.428005,152.135127,"Archirhodomyrtus beckleri"
-31.423204,152.15937,"Archirhodomyrtus beckleri"
-31.415403,152.139451,"Archirhodomyrtus beckleri"
-31.415403,152.139451,"Archirhodomyrtus beckleri"
-31.404581,152.075384,"Archirhodomyrtus beckleri"
-31.403739,152.083807,"Archirhodomyrtus beckleri"
-31.393159,152.625322,"Archirhodomyrtus beckleri"
-31.38708,152.225424,"Archirhodomyrtus beckleri"
-31.383333,152.2,"Archirhodomyrtus beckleri"
-31.382505,152.220781,"Archirhodomyrtus beckleri"
-31.37713,151.929715,"Archirhodomyrtus beckleri"
-31.370674,152.005265,"Archirhodomyrtus beckleri"
-31.369213,152.050494,"Archirhodomyrtus beckleri"
-31.369145,151.927471,"Archirhodomyrtus beckleri"
-31.368446,151.91626,"Archirhodomyrtus beckleri"
-31.366436,152.041059,"Archirhodomyrtus beckleri"
-31.362455,152.114699,"Archirhodomyrtus beckleri"
-31.35,152.58333,"Archirhodomyrtus beckleri"
-31.35,152.583333,"Archirhodomyrtus beckleri"
-31.333379,152.085541,"Archirhodomyrtus beckleri"
-31.303771,152.536619,"Archirhodomyrtus beckleri"
-31.297017,152.54033,"Archirhodomyrtus beckleri"
-31.285911,152.528324,"Archirhodomyrtus beckleri"
-31.282107,152.534099,"Archirhodomyrtus beckleri"
-31.281943,152.538244,"Archirhodomyrtus beckleri"
-31.280763,152.536732,"Archirhodomyrtus beckleri"
-31.280763,152.536732,"Archirhodomyrtus beckleri"
-31.280664,152.536448,"Archirhodomyrtus beckleri"
-31.278057,152.536745,"Archirhodomyrtus beckleri"
-31.269236,152.371871,"Archirhodomyrtus beckleri"
-31.25,152.333333,"Archirhodomyrtus beckleri"
-31.246117,152.72541,"Archirhodomyrtus beckleri"
-31.242914,152.42115,"Archirhodomyrtus beckleri"
-31.240659,152.435592,"Archirhodomyrtus beckleri"
-31.236567,152.362715,"Archirhodomyrtus beckleri"
-31.232299,152.357199,"Archirhodomyrtus beckleri"
-31.231253,152.569524,"Archirhodomyrtus beckleri"
-31.226753,152.557145,"Archirhodomyrtus beckleri"
-31.220556,152.562778,"Archirhodomyrtus beckleri"
-31.22053,152.56267,"Archirhodomyrtus beckleri"
-31.220528,152.562667,"Archirhodomyrtus beckleri"
-31.220528,152.562667,"Archirhodomyrtus beckleri"
-31.216259,152.426813,"Archirhodomyrtus beckleri"
-31.21587,152.237227,"Archirhodomyrtus beckleri"
-31.213094,152.537062,"Archirhodomyrtus beckleri"
-31.207873,152.525737,"Archirhodomyrtus beckleri"
-31.206841,152.554939,"Archirhodomyrtus beckleri"
-31.206717,152.520298,"Archirhodomyrtus beckleri"
-31.20659,152.820535,"Archirhodomyrtus beckleri"
-31.2005,152.7043,"Archirhodomyrtus beckleri"
-31.198672,152.334551,"Archirhodomyrtus beckleri"
-31.198647,152.533984,"Archirhodomyrtus beckleri"
-31.198102,152.402256,"Archirhodomyrtus beckleri"
-31.194768,152.365541,"Archirhodomyrtus beckleri"
-31.194325,152.367119,"Archirhodomyrtus beckleri"
-31.19364,152.41299,"Archirhodomyrtus beckleri"
-31.191021,152.366878,"Archirhodomyrtus beckleri"
-31.188507,152.79538,"Archirhodomyrtus beckleri"
-31.187447,152.715609,"Archirhodomyrtus beckleri"
-31.177625,152.489082,"Archirhodomyrtus beckleri"
-31.169555,152.796462,"Archirhodomyrtus beckleri"
-31.16548,152.769889,"Archirhodomyrtus beckleri"
-31.164147,152.796482,"Archirhodomyrtus beckleri"
-31.161651,152.379207,"Archirhodomyrtus beckleri"
-31.161375,152.425332,"Archirhodomyrtus beckleri"
-31.160755,152.683687,"Archirhodomyrtus beckleri"
-31.153922,152.385915,"Archirhodomyrtus beckleri"
-31.15,152.416667,"Archirhodomyrtus beckleri"
-31.093088,152.331094,"Archirhodomyrtus beckleri"
-31.0667,152.8167,"Archirhodomyrtus beckleri"
-31.060569,152.323985,"Archirhodomyrtus beckleri"
-31.05872,152.315613,"Archirhodomyrtus beckleri"
-31.048977,152.350791,"Archirhodomyrtus beckleri"
-31.047186,152.556013,"Archirhodomyrtus beckleri"
-31.026845,152.421183,"Archirhodomyrtus beckleri"
-31.025815,152.336273,"Archirhodomyrtus beckleri"
-31.02439,152.307477,"Archirhodomyrtus beckleri"
-31.021994,152.438331,"Archirhodomyrtus beckleri"
-31.02006,152.342082,"Archirhodomyrtus beckleri"
-31.010235,152.362053,"Archirhodomyrtus beckleri"
-31.009095,152.348666,"Archirhodomyrtus beckleri"
-31.006209,152.775866,"Archirhodomyrtus beckleri"
-30.994627,152.345884,"Archirhodomyrtus beckleri"
-30.989194,152.348278,"Archirhodomyrtus beckleri"
-30.989167,152.348333,"Archirhodomyrtus beckleri"
-30.982933,152.296404,"Archirhodomyrtus beckleri"
-30.973118,152.346488,"Archirhodomyrtus beckleri"
-30.958515,152.286029,"Archirhodomyrtus beckleri"
-30.956046,152.286511,"Archirhodomyrtus beckleri"
-30.929208,152.277895,"Archirhodomyrtus beckleri"
-30.919147,152.304124,"Archirhodomyrtus beckleri"
